id,seller,price,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id
9064,0,6950000,38,8.4,19.1,3,1,,2.64,1,0,1,0,1,0,2,2,1509
9065,0,7200000,55,8,30,6,2,1,,1,1,0,1,0,1,1,1,7052
9066,0,7295000,39.7,8,16.7,8,1,,2.64,1,0,1,0,1,0,1,1,374
9067,,7450000,44.6,6.2,27.9,5,2,,,,,,,,,,0,48
9068,,7600000,51.5,8.2,30.1,11,2,,,,,,,,,,0,9406
9069,3,7899760,51.7,11.7,27.3,27,2,,2.7,1,0,1,0,,,,1,3556
9070,1,7990000,53,9,30,4,2,1,2.64,0,1,1,0,0,1,1,1,3949
9071,3,8038710,51.3,11.8,27.6,13,2,,2.7,1,0,1,0,,,,1,3556
9072,0,8000000,55,12,30,3,2,1,3,0,1,1,1,1,0,2,2,3189
9073,1,8100000,43,6,30,4,2,2,,1,0,1,0,1,0,1,1,6033
9074,2,8200000,44.5,6,27.5,9,2,1,2.64,0,1,1,0,0,1,1,1,145
9075,2,8500000,54,9.2,34,6,2,1,2.64,0,1,1,0,1,0,1,1,7588
9076,1,8600000,42.5,6,30,1,2,1,2.48,1,0,1,0,,,1,1,5443
9077,1,8800000,39.4,10,20,7,1,,,0,1,1,0,,,0,1,544
9078,1,9000000,67.5,23,39,2,2,1,2.64,0,1,0,1,0,1,1,2,4409
9079,1,9000000,41,6,30,5,2,,2.5,1,0,,,1,0,2,1,9100
9080,2,9550000,44,6,29.2,1,2,2,,1,0,1,0,,,1,1,7439
9081,3,10336800,58.4,12.2,31.3,32,2,,2.7,1,0,1,0,,,,1,7859
9082,2,10350000,64.6,9.7,43.6,12,3,,2.64,1,0,0,1,2,0,1,1,651
9083,,10500000,61,10.8,30.9,14,2,,,,,,,,,,0,6820
9084,2,10551364,46,15,22,7,1,,,1,0,0,1,0,1,0,2,4099
9085,,9500000,40.6,,,10,1,,2.8,0,1,,,1,0,1,1,5486
9086,,9900000,53.6,,,5,2,,,,,,,,,,,9372
9087,3,6146990,25.1,5,10.4,5,1,,,1,0,,,0,1,,1,7644
9088,,7170000,41,11,14.5,12,1,,,1,0,1,0,0,1,2,1,6371
9089,3,7376720,34.6,12.7,12,14,1,,,1,0,,,0,1,,1,7644
9090,3,9290810,45.7,7.5,24.4,5,2,,,1,0,,,0,1,,1,7644
9091,3,9874800,46.8,17.7,14.2,14,1,,,1,0,,,,,,1,1352
9092,3,11186000,59.5,13.9,27,3,2,,,1,0,,,0,1,,1,7644
9093,3,13029120,70.2,5.4,44.9,3,3,,,1,0,,,0,1,,1,7644
9094,3,15108100,79.1,29.2,27.2,7,2,,,0,1,,,,,,1,1352
9095,3,17512530,93.7,6.2,59.4,5,4,,,1,0,,,0,1,,1,7644
9096,3,21866900,113.3,31,39.7,18,3,,,0,1,,,,,,1,4883
9097,,23800000,63,9,35,14,2,0,3,1,0,1,0,,,2,1,3833
9098,3,27012916,68.49,,34.8,11,2,,3.45,,,,,,,,1,7652
9099,,38000000,147,17,95,14,3,,,1,0,,,,,,1,3372
9100,,53999999,170,20,120,11,3,,,2,0,1,1,0,2,2,2,1882
9101,3,72593363,176.4,,,16,4,,,,,,,,,,1,2640
9102,,20835764,72.7,,,10,2,,3,,,,,,,,1,4693
9103,3,71052696,154.5,14.7,139.8,7,4,,4,2,1,,,0,1,,1,9592
9104,,18109000,99.5,,,22,2,,,,,,,,,,1,3139
9105,1,10800000,78,11,56,14,3,,,1,0,1,1,0,2,1,2,1982
9106,1,10900000,63,7.5,43,2,3,,,0,1,,,1,0,1,1,2512
9107,,11000000,54.1,9.5,32.3,2,2,1,2.64,0,1,1,0,1,0,1,2,5313
9108,1,11290000,75,11,44,3,3,1,2.64,0,1,1,0,1,0,1,2,4608
9109,1,11200000,39.2,8,19.8,8,1,,,0,1,,,,,0,2,2202
9110,0,11499000,51.1,8.5,30.8,1,2,1,2.7,0,1,1,0,0,1,1,2,6592
9111,2,11500000,61.3,15,22,4,1,,,1,0,1,1,0,1,0,2,4099
9112,3,12132600,43.8,9.8,25.8,28,1,,3.1,1,0,,,,,,1,3883
9113,2,12400000,45,7,30,8,2,0,2.8,1,0,1,0,0,1,1,1,6245
9114,1,12900000,82,16,40,5,2,,3.1,2,0,1,1,0,1,2,2,8955
9115,1,13200000,68.4,13,33,6,2,,2.8,1,1,1,0,0,1,2,1,2871
9116,,13500000,54.7,9,33,7,2,,,,,,,,,,0,5009
9117,1,13900000,57.2,9,36,3,2,1,,0,1,0,1,,,1,2,6651
9118,1,14600000,85,12,52.6,16,3,,2.75,2,0,,,0,1,2,1,6653
9119,3,15850000,63.4,8.4,38,3,2,,3.1,1,0,,,,,,1,3883
9120,3,15782400,115.2,20.3,65,17,3,,2.7,2,0,0,1,,,,1,8224
9121,3,16195503,58.8,,,10,1,,,,,,,,,,1,2434
9122,1,16500000,58,9,40,4,2,,,1,0,1,0,1,0,1,1,9248
9123,1,16815000,67.3,19,35,14,1,,,0,1,1,0,1,0,0,1,7631
9124,3,16849800,66.6,17.3,33.4,2,2,,3.1,1,1,,,,,,1,3883
9125,1,16990000,70,7,46.5,7,3,1,2.8,0,1,1,1,1,0,2,1,8741
9126,1,17500000,83,12.8,47.9,23,3,,,1,1,1,0,0,1,1,1,2941
9127,2,17500000,83,12.8,47.9,23,3,1,,1,1,0,1,0,1,1,1,2941
9128,3,18024500,76.7,17.2,35.8,2,2,,3.1,1,1,,,,,,1,3883
9129,3,17955900,84.3,14.2,37.6,14,2,,,1,1,,,0,2,,1,7638
9130,2,18500000,71.7,8.3,40.9,12,3,1,2.75,1,1,1,0,0,2,1,1,656
9131,3,19032000,73.2,9.7,46.6,2,2,,3.1,1,1,,,,,,1,3883
9132,3,18867464,61.49,,,18,1,,3,,,,,0,1,,1,2570
9133,3,19278000,75.6,16.6,35.8,5,2,,3.1,1,1,,,,,,1,3883
9134,1,19500000,78,28.4,22.6,8,1,,,1,0,,,,,0,1,3463
9135,1,19700000,72,,52.3,2,3,1,3,1,0,1,0,,,2,1,8274
9136,3,19928000,84.8,14.4,48.9,3,2,,3.1,1,1,,,,,,1,3883
9137,3,19844500,92.3,15.7,47.1,14,2,,,1,1,,,0,1,,1,7638
9138,1,20300000,84.3,17.6,40.3,7,3,,,0,2,1,0,0,1,1,1,2191
9139,,20500000,64,12,32,4,2,,3.1,1,0,1,0,1,1,3,2,7638
9140,2,21000000,86,12.4,46.6,17,2,1,,1,1,1,0,0,1,0,1,7638
9141,,21000000,76,10.2,48,6,3,,2.7,0,1,1,0,0,1,3,1,3248
9142,1,21440000,85.8,17.5,38,18,2,,,0,1,1,0,1,0,0,1,7631
9143,3,21461300,98.9,16.9,50.6,3,2,,,0,1,,,0,2,,1,7638
9144,3,21715600,93.2,15.7,47.1,7,2,,,1,1,,,0,1,,1,7638
9145,3,22176000,100.8,17,51.4,14,2,,,1,1,,,0,1,,1,7638
9146,3,22385600,82.3,11.5,47.8,18,2,,3.1,1,1,,,0,1,,1,3883
9147,1,22415000,89.7,18.4,35,13,2,,,0,1,1,0,1,0,0,1,7631
9148,2,13500000,60,10,34,14,2,1,2.64,0,1,1,0,0,1,2,1,2030
9149,1,16564838,77.4,7.2,47.6,29,3,1,3,0,1,1,0,1,0,1,1,5102
9150,3,20688434,83.5,11.4,34.6,30,2,,3.13,1,0,1,1,,,,1,4886
9151,2,21500000,76.5,9,45.5,3,3,1,,0,1,1,0,1,0,2,1,7119
9152,3,33200706,103.4,10.8,65.9,34,4,,3.1,1,1,1,1,,,,1,5102
9153,3,48145770,205.5,26.9,113.8,27,5,,3.13,2,1,1,1,,,,1,4886
9154,0,12400000,62,12,22,5,1,,,,,,,,,,0,1301
9155,1,9290000,65,6.6,,11,3,1,2.5,1,0,1,1,0,1,1,1,8480
9156,1,9800000,48,7.4,30,4,2,1,,0,1,0,1,1,0,1,2,2580
9157,1,10200000,40,6,25,15,2,,,,,0,1,,,,1,133
9158,1,10190000,41,10,25,14,1,,,1,0,1,0,0,1,1,2,1208
9159,1,10299990,72,9,50,1,3,,3,0,1,1,0,,,1,1,9148
9160,1,10300000,58,6,42,1,3,,2.64,0,1,1,1,,,1,1,1348
9161,0,9000000,54,9.2,32,1,2,1,,0,1,1,0,,,0,1,7985
9162,3,11010560,54.4,19.6,22.3,13,2,,2.65,0,2,0,1,,,,1,759
9163,3,11976840,41.2,19.9,12.4,22,1,,2.8,1,0,0,1,,,,1,9503
9164,3,16270430,64.9,20.6,28.2,23,2,,2.8,0,2,1,0,,,,1,9503
9165,3,19945768,76.5,15,44.4,16,3,,3,1,1,1,0,,,,1,756
9166,3,22380375,92.5,,0,10,3,,3.1,1,1,,,,,,1,9592
9167,3,6545000,38.5,,19.7,1,1,,,,,,,,,,0,767
9168,3,7010268,36.78,,10.2,1,2,,2.95,1,0,1,0,,,,1,767
9169,3,7437300,38.14,,10.8,2,2,,2.95,1,0,1,0,,,,1,767
9170,1,47800000,140,18,,2,4,,,,,,,,,,0,7926
9171,1,23840000,95.4,17.7,42,21,2,,,0,1,0,1,0,1,0,1,7631
9172,0,24000000,101,10,63.5,14,4,1,2.7,1,0,1,0,,,2,1,9296
9173,1,24500000,100.7,,,5,4,,,,,,,,,,0,2072
9174,1,24500000,74,12,37.7,7,2,,,0,2,1,0,0,1,,2,4967
9175,1,25000000,76.7,8.8,52,3,3,,,0,2,1,1,0,1,2,2,2866
9176,3,25809000,122.9,15.5,71.2,4,3,,,1,1,,,0,2,,1,7638
9177,3,27427500,121.9,15.5,72.6,20,3,,,1,1,,,0,2,,1,7638
9178,3,27951000,133.1,25.4,72.2,5,3,,,1,1,,,0,1,,1,7638
9179,0,28870000,131.2,20.3,73.3,5,3,,3.1,,,1,1,0,2,0,1,7631
9180,3,29458300,132.1,25.4,72.2,14,3,,,1,1,,,0,1,,1,7638
9181,2,29850000,106.5,11.5,57.9,3,3,1,3,1,1,1,0,0,1,2,2,6011
9182,2,30500000,89.28,18.9,49.9,5,3,1,,2,0,,,0,1,0,1,4448
9183,3,31000000,89.7,,,18,2,,,,,,,,,,1,6061
9184,3,31569000,123.8,16.9,65.2,4,3,,3.1,1,1,,,,,,1,3883
9185,1,32900000,86.1,17,28,21,2,1,,2,0,,,,,2,1,3463
9186,1,33500000,118,21,66,15,3,,2.9,2,0,,,0,1,0,2,2434
9187,0,33490000,81.6,14,29,27,3,,,1,0,,,,,3,1,3463
9188,3,33993603,119.61,,,3,1,,3,,,,,0,1,,1,2570
9189,0,34500000,140,24,81,8,4,1,3.1,2,0,1,0,0,1,3,1,7269
9190,0,35000000,156,,,13,4,1,,2,0,1,1,0,3,0,1,7631
9191,1,44500000,130,22,72,12,3,1,,2,2,1,0,1,1,3,1,6173
9192,0,46500000,109.5,18.5,68.7,4,3,1,3.1,2,0,1,0,,,3,1,3463
9193,1,47800000,110,25.7,55.1,5,3,1,,2,0,,,,,2,1,3463
9194,1,49950000,135,21.9,83.9,6,3,1,,2,0,,,0,1,2,1,5566
9195,3,56950000,168.11,,,20,1,,3,,,,,0,1,,1,2570
9196,2,59500000,192.6,50,130,16,4,,,,,,,,,,0,4238
9197,1,95000000,170,20,120,3,4,,,0,2,,,,,3,2,263
9198,1,6800000,40,,25,13,1,,2.64,0,2,0,1,1,0,1,1,4727
9199,3,7087572,43.6,9.9,24.5,10,2,,,0,1,,,,,,1,5782
9200,3,8049516,62.8,17.6,31.4,18,2,,,0,1,,,,,,1,5782
9201,,8699001,65.2,14,35,3,2,,,1,0,,,0,1,,1,2920
9202,3,9625748,82.8,12.4,53.2,4,3,,,1,1,,,,,,1,5782
9203,3,9770480,74.9,16.7,40.9,7,3,,,0,1,,,,,,1,5782
9204,,14900000,99,,,8,4,2,2.64,,,,,1,0,2,2,8839
9205,,7430208,56.5,14.6,31.3,22,2,,,1,0,,,,,,1,5782
9206,2,7400000,30.4,5.5,17.3,2,1,,2.64,0,1,1,0,1,0,1,1,6382
9207,1,10800000,74,8.7,44.3,6,3,,,0,1,,,0,3,1,2,8903
9208,2,13500000,104,13,55,4,3,1,,1,1,1,0,0,2,0,2,9264
9209,1,6500000,32.4,6.8,18.6,1,1,,2.64,1,0,,,,,1,2,2776
9210,2,6750000,36,9,18,4,1,,,,,,,,,,0,8772
9211,2,8500000,54.7,,,2,2,1,2.64,0,1,1,0,1,0,1,2,9430
9212,2,10200000,56,6,44,3,3,1,2.48,1,0,1,1,1,0,1,1,782
9213,0,10700000,51,8.3,30,8,2,1,2.7,0,1,0,1,0,1,1,1,3604
9214,0,11500000,67.2,9.5,45.5,4,3,2,2.64,1,0,1,0,1,1,1,1,172
9215,0,11800000,80,8,48,11,3,1,2.64,0,1,1,1,0,1,1,1,5168
9216,,13000000,73,7.3,52.3,2,3,1,,0,1,1,1,2,0,0,1,7938
9217,0,13500000,82,11,50,6,3,1,,0,1,1,0,0,1,2,1,7423
9218,2,13600000,53.6,8.9,32.2,17,2,,2.64,0,1,1,0,1,0,1,2,1741
9219,2,14850000,55.7,8.5,33,8,2,1,,0,1,0,1,,,1,2,6697
9220,2,17800000,78,9,52,3,3,1,3.05,1,0,,,1,0,2,2,5810
9221,2,18250000,60.7,8.5,38.8,7,2,1,3,0,1,0,1,1,0,1,2,5863
9222,0,23700000,78,,,5,3,1,3,1,0,1,1,,,2,1,5867
9223,2,24999900,152,15,,1,4,,,1,1,1,0,0,1,3,1,6601
9224,2,39800000,71.5,,49.8,16,2,0,3,2,0,1,0,,,1,1,4575
9225,0,41500000,121,15,72,12,4,1,3,1,1,1,1,0,1,3,1,5939
9226,0,45500000,183,14,101,11,5,,,,,,,,,,0,2589
9227,2,87000000,120,20,85,18,3,,3.2,1,1,1,0,0,2,3,1,3461
9228,1,5000000,33.5,8.5,17.5,1,1,,,0,1,1,0,0,1,0,2,4482
9229,1,5600000,38.5,9.5,18.5,11,1,,,,,1,1,1,0,,2,3189
9230,1,5600000,33,10,18,1,1,,,1,0,,,1,0,,1,4482
9231,1,5600000,33.3,10,18,1,1,,2.64,0,1,,,1,0,0,1,4482
9232,2,5750000,28,5,15,2,1,,2.48,0,1,1,0,1,0,0,1,8360
9233,1,5800000,35.1,9.2,14.1,1,1,,,0,1,,,,,1,1,7279
9234,0,5950000,92,18,59,1,3,,,0,1,1,1,,,0,1,673
9235,1,6000000,39.2,9,20.9,1,1,,,0,1,,,,,0,1,2878
9236,1,6000000,32.5,5.5,21.1,3,1,,2.64,1,0,1,0,1,0,1,2,3188
9237,1,6050000,33.5,8,19,4,1,,,0,1,,,1,0,2,1,4482
9238,1,6100000,28.5,5.5,16,1,1,,,0,1,1,0,,,,1,3588
9239,1,6150000,34.4,9.5,19,12,1,,,1,0,1,1,0,1,1,1,8845
9240,1,6200000,31.9,5.2,21.3,2,1,,,1,0,1,0,,,1,1,678
9241,1,6200000,38.7,8.5,20.8,8,1,,2.65,0,1,1,0,0,1,0,1,2621
9242,1,6200000,39.3,8.9,20.9,1,1,,,,,0,1,,,1,1,9219
9243,2,6200000,37.7,7.9,19.3,4,1,,2.64,1,0,1,0,1,0,1,1,2466
9244,1,6300000,38,9,18,10,1,,2.64,0,1,1,0,0,1,1,1,6560
9245,1,6400000,39,9.7,18.9,9,1,,,1,0,1,0,0,1,1,1,1132
9246,1,6497000,36,11,15,1,1,,2.64,0,1,1,0,,,2,2,1182
9247,1,6500000,34,8.5,16,11,1,,,1,0,1,0,0,1,0,2,1340
9248,1,6500000,50,8,29,6,2,1,,0,1,1,0,0,1,,2,4482
9249,2,6500000,33.1,6,18.8,8,1,,2.64,0,1,1,0,,,1,1,8507
9250,2,6500000,36,10,20,2,1,,2.64,1,0,,,,,1,1,1035
9251,2,6600000,30,6,19,1,1,,2.48,1,0,1,0,,,1,2,8290
9252,1,6700000,33.1,6.6,18.4,1,1,,,1,0,1,0,0,1,2,1,924
9253,1,6690000,45,6,27.8,6,2,1,,0,1,1,0,1,0,1,2,513
9254,1,6750000,41,8.5,18,9,1,,,0,1,,,1,0,,1,2031
9255,1,6750000,32.5,5.2,21.8,3,1,,,1,0,1,0,1,0,2,1,3309
9256,1,6840000,39,8.5,21,9,1,,,0,1,,,1,0,,1,1002
9257,2,6800000,36,10.2,20.3,7,1,,2.64,1,0,1,0,1,0,1,1,5120
9258,1,6850000,44,10,20,23,1,,2.8,0,1,1,0,0,1,,1,6653
9259,1,6880000,32.7,6.6,17.7,1,1,,,0,1,1,0,0,1,2,1,924
9260,1,6900000,38,10,18,7,1,,,0,1,0,1,,,1,2,9013
9261,1,6900000,40.7,8.5,20.9,5,1,,,0,1,1,0,1,0,,1,5728
9262,1,6900000,32,6,21,2,1,,,1,0,1,0,,,1,1,6689
9263,1,6990000,35,10,20,9,1,,,0,1,,,1,0,1,1,7030
9264,1,6980000,36,12,16,1,1,,,,,1,0,,,,2,1340
9265,1,6990000,34.8,9.7,19.9,12,1,,2.5,1,0,1,0,1,0,1,2,7030
9266,1,6980000,36,12,16,1,1,,,1,0,1,0,,,2,1,1340
9267,2,6950000,36.8,8,19.1,6,1,,2.64,1,0,1,0,1,0,1,1,9544
9268,2,7000000,36,9,18,12,1,,,0,1,1,0,1,0,1,1,3464
9269,1,7100000,34.5,9.5,18,2,1,,2.64,1,0,1,0,,,1,1,2132
9270,1,7200000,37,10,19,8,1,,,1,0,1,0,0,1,1,2,1742
9271,1,7200000,38,12,20,6,1,,2.64,0,1,1,0,0,1,1,2,5833
9272,1,7150000,39,10,15,2,1,,,1,0,,,1,0,,1,8700
9273,1,7150000,34.8,9.5,19.4,6,1,,,1,0,1,0,0,1,1,1,5833
9274,1,7170000,45,,,1,2,,,0,1,,,1,0,1,1,3514
9275,1,7150000,32.3,7,17.8,3,1,,2.64,0,1,1,0,0,1,1,1,2009
9276,1,7300000,56.5,10.9,28.4,14,2,,,0,1,,,0,1,2,1,673
9277,1,7300000,45.4,6.2,27.5,1,2,1,,0,1,,,1,0,0,1,6566
9278,1,7300000,36,8.5,17,17,1,,,1,0,,,1,0,2,2,8700
9279,0,7300000,39,10,19,12,1,,2.64,0,1,1,0,0,1,1,1,3044
9280,1,7400000,35.8,10.3,20.2,6,1,,,1,0,1,0,1,0,,1,1922
9281,1,7400000,38.5,6.5,24,1,2,1,2.64,0,1,1,0,,,1,2,823
9282,2,7399000,36,10,20,12,1,,2.7,1,0,1,0,1,0,1,2,2966
9283,1,7449000,35,9.8,19.1,14,1,,2.48,1,0,1,0,0,1,1,1,8168
9284,1,7589999,44.3,6,27.3,8,2,1,,0,1,1,0,1,0,,2,630
9285,1,7500000,32.7,7,17,4,1,,,1,0,1,0,,,,1,7163
9286,1,7500000,36,9,14,8,1,,,1,0,,,1,0,1,2,4262
9287,1,7550000,37,10,20,9,1,,,1,0,1,0,1,0,2,1,9549
9288,1,7550000,42,20,14,10,1,,,1,0,1,0,,,,2,7859
9289,2,7500000,36.1,9.7,,9,1,,,,,,,,,,0,6152
9290,1,7600000,38,7.4,20,2,1,,,1,0,1,0,,,1,2,1108
9291,1,7700000,39.6,8.5,18.7,10,1,,,1,0,1,1,0,1,,1,4385
9292,1,7650000,34,7,19,4,1,,2.65,0,1,1,0,,,1,2,5768
9293,2,7680000,38,7.5,23,6,2,0,2.64,1,0,1,0,1,0,0,1,6307
9294,1,7750000,33,6,19,7,1,,2.6,0,1,1,0,,,2,1,3393
9295,3,6506920,47.6,10,24.6,6,2,,2.72,0,1,1,1,,,,1,9052
9296,3,10801600,78.5,22.5,40.8,5,3,,2.68,0,2,1,1,,,,1,1516
9297,3,5299340,25.7,6,13.6,13,1,,2.72,1,0,0,1,,,,1,8136
9298,,5568000,40,,,4,1,,,,,,,,,,1,3032
9299,3,5896709,37.9,13.9,17.2,9,1,,,1,0,,,,,,1,5782
9300,3,5931896,36.9,15.4,13.9,18,1,,,1,0,,,,,,1,5782
9301,3,6164413,39.6,13.8,15.8,9,1,,,1,0,,,,,,1,5782
9302,3,6471489,43.7,15,21.5,16,1,,,1,0,,,,,,1,5782
9303,3,6681224,25.9,,0,5,1,,3.2,1,0,,,1,0,,1,1135
9304,1,7790000,38.4,10.1,20,20,1,,2.85,0,1,0,1,1,0,0,2,1282
9305,1,7750000,38,,,4,1,,,0,1,,,1,0,2,1,8700
9306,1,7990000,40,9.5,19,17,1,,,1,0,1,0,1,0,2,1,8329
9307,1,7900000,67.6,7.6,45.6,1,3,,,0,1,,,0,1,1,1,757
9308,1,7990000,45.6,6.5,28.5,2,2,,2.7,1,0,,,,,0,2,6308
9309,2,7900000,42,6.5,23.6,4,2,1,2.64,1,0,0,1,0,1,1,1,3156
9310,1,8000000,45,6,28,4,2,,,,,,,,,,0,1345
9311,1,8000000,55,12,30,15,2,,,0,1,,,1,0,2,1,3189
9312,1,8000000,45,6,28,9,2,,,0,1,1,0,,,1,1,1345
9313,1,8000000,52.3,9,30.7,2,2,1,,0,1,1,0,0,2,,2,6831
9314,1,8100000,32,6,18,3,1,,,1,0,,,1,0,,1,532
9315,1,8200000,38,10,15,4,1,,,1,0,0,1,0,1,0,1,8700
9316,1,8200000,31.8,5.5,20.2,4,1,,,1,0,1,0,1,0,,1,5421
9317,1,8200000,52,6,33,1,3,2,,0,1,1,0,0,1,1,2,753
9318,1,8250000,42.3,,,2,1,,,1,0,,,1,0,2,1,8911
9319,1,8350000,38.5,8.6,21,11,1,,,0,1,1,0,0,1,1,1,3891
9320,1,8300000,54.1,9.3,32.5,10,2,,,0,1,,,1,0,1,1,5747
9321,1,8350000,37.1,7.4,22.5,5,2,0,2.64,1,0,1,0,1,0,1,2,7414
9322,2,8300000,38,8.5,19,1,1,,2.64,1,0,0,1,,,1,1,7969
9323,1,8300000,53.4,9,28.7,2,2,1,3,0,1,1,0,1,0,1,2,4126
9324,1,8400000,51,8,31,3,2,,2.7,1,0,,,1,0,1,1,778
9325,1,8400000,38.9,8.6,20.9,11,1,,,0,1,,,0,1,1,2,3891
9326,1,8400000,50.4,8,31,3,2,1,,1,0,,,1,0,,1,778
9327,2,8400000,43,10,20,1,1,,2.64,1,0,1,0,0,1,2,1,364
9328,0,8490000,38.7,6,23.4,14,2,1,2.64,0,1,,,0,1,1,1,5941
9329,2,8500000,44.7,7,27.9,9,2,1,,0,1,1,0,,,1,2,9539
9330,1,8500000,55,11,30,3,2,,,0,1,1,0,0,2,,1,3339
9331,1,8500000,50.5,5.6,38.9,3,3,,2.7,1,0,0,1,1,0,1,2,778
9332,,8500000,53.3,9.2,32,17,2,1,2.64,1,0,1,0,0,1,1,2,4415
9333,2,8500000,33,6,20,9,1,,2.64,1,0,1,0,1,0,2,2,1109
9334,1,8600000,45.3,5.3,32.6,4,2,0,2.5,1,0,1,0,1,0,2,2,6539
9335,1,8700000,44.5,5,26,3,2,,,,,,,,,,0,4587
9336,1,8650000,45,6,33,6,2,0,2.64,1,0,1,0,1,0,2,2,3064
9337,2,8650000,44.5,5.5,34.4,8,2,0,,1,0,1,0,1,0,0,1,7113
9338,1,8714160,49.4,13.8,24.1,7,1,,,1,0,1,0,,,2,2,6589
9339,1,8800000,38,9,19,17,1,,,1,0,1,0,0,1,,1,8329
9340,1,8800000,43.8,5.5,29.4,5,2,,2.5,1,0,1,0,1,0,1,2,2547
9341,1,8800000,39,6.5,23,12,2,1,2.5,0,1,1,0,0,1,1,1,2020
9342,2,8800000,38.3,7.5,23,3,2,1,,1,0,1,0,1,0,1,1,580
9343,1,8990000,53,5.8,34.5,8,3,,2.6,0,1,1,0,0,1,,2,5236
9344,,8900000,45,6,31,4,2,1,2.6,1,0,1,0,1,0,1,1,4398
9345,1,9000000,40,,,8,1,,,0,1,,,1,0,2,1,2893
9346,1,9000000,45.2,,,8,2,,,0,1,,,,,1,1,5189
9347,1,9000000,65.5,8,48,10,3,1,,0,1,1,0,,,1,1,5712
9348,1,9000000,53,9,32.1,12,2,1,2.7,0,1,1,0,1,0,1,1,4415
9349,1,9000000,38,7.8,22,2,2,1,2.7,1,0,1,0,,,2,1,9374
9350,2,9000000,53.8,10,32.5,11,2,1,2.64,0,1,1,0,0,1,1,1,37
9351,1,9000000,45,7,28,2,2,0,2.64,1,0,1,0,1,0,1,2,5421
9352,1,9190000,60.8,10.1,35.1,17,2,,,0,1,,,0,1,1,1,5109
9353,1,9100000,53.9,9.3,32.3,3,2,,,,,,,,,,0,5849
9354,1,9200000,44,5.5,33.9,5,2,0,2.5,1,0,1,0,1,0,2,1,6794
9355,1,9200000,53.5,9,35,14,2,,,3,0,1,0,1,0,,1,3477
9356,1,9200000,60.6,,,4,2,,,0,1,,,1,0,1,1,3426
9357,1,9200000,44,7,29,3,2,0,2.64,1,0,1,0,1,0,1,2,205
9358,1,9300000,97.5,12,52.8,5,3,,,0,2,0,1,1,0,,1,7611
9359,1,9300000,53.5,9.2,27.1,4,2,1,,0,1,,,,,0,1,6545
9360,2,9300000,56,10,32,8,2,1,2.75,0,1,1,1,0,1,2,2,7909
9361,1,9350000,39,9,23,11,2,,,0,1,,,1,0,,1,1934
9362,1,9400000,39,7,24,11,2,1,2.7,0,1,1,0,1,0,2,1,1266
9363,1,9500000,44.3,6,28,7,2,,,,,,,,,,0,3932
9364,1,9500000,46,6.5,28,7,2,,,1,0,,,1,0,1,2,8365
9365,1,9500000,38,8,19,4,1,,2.64,1,0,1,0,0,1,1,2,3835
9366,1,9500000,50.8,5.9,33.4,4,3,,,0,1,,,1,0,0,1,4721
9367,1,9490000,45,,29.4,9,2,,,0,1,,,1,0,1,1,770
9368,1,9490000,32,8,20,5,1,,,0,1,1,0,1,0,,2,7920
9369,1,9500000,64.5,7.8,46.3,4,3,,,,,,,,,,0,8264
9370,1,9500000,55,10,32,1,2,1,2.64,0,1,,,,,1,2,868
9371,2,9500000,38.1,8.5,19.1,15,1,,2.7,1,0,1,0,1,0,2,1,953
9372,1,9600000,43,7,29,5,2,1,,0,1,1,0,1,0,1,1,4355
9373,1,9600000,97,11,56,13,4,,,0,2,1,1,0,2,,1,2536
9374,1,9700000,49,7.7,30.1,4,2,1,2.7,0,1,1,1,0,1,1,1,353
9375,1,9700000,59.5,9.5,37.1,7,3,1,2.6,0,1,1,0,0,2,2,1,5577
9376,1,9690000,47.2,7,34,1,2,,,0,1,,,1,0,1,1,3436
9377,1,9800000,51,9,35,2,2,,,0,1,1,1,,,,1,6364
9378,1,9800000,45,9,29,5,2,,,,,,,,,,0,1400
9379,1,9800000,61.1,10.8,36.4,4,2,,,0,1,1,1,0,2,,1,2524
9380,1,9800000,42.4,5.5,28.2,4,2,,,1,0,1,0,1,0,1,2,2082
9381,1,9800000,56.9,22.2,21,11,2,1,,0,2,,,,,,2,8224
9382,2,9800000,51,6,33.7,4,3,,,,,,,,,,0,3578
9383,1,9900000,63.2,7,43.6,1,3,1,,0,1,1,1,1,0,1,1,8473
9384,1,9900000,37,9,20,4,1,,2.8,1,0,1,0,0,1,2,2,6804
9385,2,9900000,38,7.5,19,5,1,,2.75,1,0,1,0,0,1,3,2,769
9386,1,10000000,75,10.1,46,4,3,,,0,1,1,0,0,1,0,2,1567
9387,1,10000000,64,9.3,43.6,5,3,,,0,1,1,1,0,1,0,1,881
9388,1,9950000,63.7,9.3,43.6,5,3,,,0,1,1,0,0,1,1,1,881
9389,1,10000000,41.8,10.5,18,13,1,,2.7,1,0,1,0,0,1,1,1,7236
9390,1,10000000,63.7,9.3,43.6,5,3,,,,,,,,,,2,881
9391,2,10000000,36.4,9.3,14.3,5,1,,2.64,0,1,1,0,1,0,2,1,3425
9392,1,10300000,44.3,,32.5,5,2,1,,1,0,,,,,1,1,8048
9393,1,10300000,77,10,45,4,3,1,,0,1,,,,,1,1,4538
9394,1,10300000,38.2,10.4,19.8,14,1,,2.6,0,1,1,0,1,0,3,1,4033
